No,Video Links,Thumbnails,Title,Likes,Comments,Views,Download
13,https://www.youtube.com/watch?v=2D7uw4ghr88,https://i.ytimg.com/vi/2D7uw4ghr88/sddefault.jpg?v=62f3c228,"Keywords, Operators and User input in Python | LIVE Community Classes | MySirG",546,17,11131,https://scrappernew.s3.amazonaws.com/videos/Keywords%20Operators%20and%20User%20input%20in%20Python%20%20LIVE%20Community%20Classes%20%20MySirG.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063337Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=5d38b88010dc3e862ee7489e93a2942554a52cd109898f0014990ba2712833f6
14,https://www.youtube.com/watch?v=ppKaxLop79c,https://i.ytimg.com/vi/ppKaxLop79c/sddefault.jpg?v=62f27a8e,Variables and Types in Python | LIVE Community Classes | MySirG,737,30,13318,https://scrappernew.s3.amazonaws.com/videos/Variables%20and%20Types%20in%20Python%20%20LIVE%20Community%20Classes%20%20MySirG.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063403Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=bc7d1bc14058c530b65ad7904742a7339f3c2a41df487cebfc79f03a18e40078
15,https://www.youtube.com/watch?v=MpEldU7Z_Wc,https://i.ytimg.com/vi/MpEldU7Z_Wc/sddefault.jpg?v=62f126a2,Introduction to Python | LIVE Community Classes | MySirG,1.4K,91,26352,https://scrappernew.s3.amazonaws.com/videos/Variables%20and%20Types%20in%20Python%20%20LIVE%20Community%20Classes%20%20MySirG.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063403Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=bc7d1bc14058c530b65ad7904742a7339f3c2a41df487cebfc79f03a18e40078
16,https://www.youtube.com/watch?v=QaBLikVYeWI,https://i.ytimg.com/vi/QaBLikVYeWI/sddefault.jpg?v=62ed0e6f,Pointers in C Language | Community Classes | LIVE | MySirG,536,53,11515,https://scrappernew.s3.amazonaws.com/videos/Pointers%20in%20C%20Language%20%20Community%20Classes%20%20LIVE%20%20MySirG.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063446Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=cf7d9e21862dec433d163daf9c420f6cd55061464a20c7f7842fbef760b1056a
17,https://www.youtube.com/watch?v=0li7LVo0Zfc,https://i.ytimg.com/vi/0li7LVo0Zfc/sddefault.jpg?v=62ebcff4,Strings in C Language | Community Classes | LIVE | MySirG,498,18,9521,https://scrappernew.s3.amazonaws.com/videos/Strings%20in%20C%20Language%20%20Community%20Classes%20%20LIVE%20%20MySirG.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063510Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=ccb8b787726aed46c703b2120fbfc087e2992728cea10029213720de4cd84fba
18,https://www.youtube.com/watch?v=LBLoa3btyVw,https://i.ytimg.com/vi/LBLoa3btyVw/sddefault.jpg?v=62ea9047,Arrays in C Language | Community Classes | LIVE | MySirG,514,26,10749,https://scrappernew.s3.amazonaws.com/videos/Arrays%20in%20C%20Language%20%20Community%20Classes%20%20LIVE%20%20MySirG.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063532Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=f81b6a34d08b91603ff2ee5a96d84526808117234579dade49febd6bf67c800e
19,https://www.youtube.com/watch?v=E8LZZUC_2g0,https://i.ytimg.com/vi/E8LZZUC_2g0/sddefault.jpg?v=62e93cf5,Recursion in C Language | Community Classes | LIVE | MySirG,636,38,10170,https://scrappernew.s3.amazonaws.com/videos/Recursion%20in%20C%20Language%20%20Community%20Classes%20%20LIVE%20%20MySirG.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063557Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=5665135ef08a2db256edd83a2699c1be2add3fd845568a5c719cf148670a6a17
20,https://www.youtube.com/watch?v=8yJFzfYMk30,https://i.ytimg.com/vi/8yJFzfYMk30/sddefault.jpg?v=62e7eca0,Functions in C Language | Community Classes | LIVE | MySirG,692,42,13774,https://scrappernew.s3.amazonaws.com/videos/Functions%20in%20C%20Language%20%20Community%20Classes%20%20LIVE%20%20MySirG.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063621Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=90cc2c57cbb081cfa5b7c5b55ca5e2eafdd06b32160927d630f95f2ccd0de7af
21,https://www.youtube.com/watch?v=oHzGUSprgMY,https://i.ytimg.com/vi/oHzGUSprgMY/sddefault.jpg,How @Rohit Negi cracked 2 Crore package? | MySirG Family,3.8K,198,66423,https://scrappernew.s3.amazonaws.com/videos/How%20%40Rohit%20Negi%20cracked%202%20Crore%20package%20%20MySirG%20Family.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063646Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=6d1e6d794f536beb585c407844c48ac8fb51932148ab88222e6acc35e560cc9a
22,https://www.youtube.com/watch?v=FGOXKUFlZL0,https://i.ytimg.com/vi/FGOXKUFlZL0/sddefault.jpg?v=62e00ad3,C Language | Assignment Solution Day-5 | Community Classes | LIVE | MySirG,370,15,8021,https://scrappernew.s3.amazonaws.com/videos/C%20Language%20%20Assignment%20Solution%20Day-5%20%20Community%20Classes%20%20LIVE%20%20MySirG.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063709Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=5909a7e1e8dfbbff356a933455af28052424ce4ea22ae508834978603846408f
23,https://www.youtube.com/watch?v=L0PohILU8Oo,https://i.ytimg.com/vi/L0PohILU8Oo/sddefault.jpg?v=62dd0cf4,Hackathon se LIVE,476,17,13858,https://scrappernew.s3.amazonaws.com/videos/Hackathon%20se%20LIVE.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063736Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=30d2ec2e688e45a492b281a6d54089632cb6eb13d70f71c593d64725a9edc753
24,https://www.youtube.com/watch?v=yLcx9aGpFNU,https://i.ytimg.com/vi/yLcx9aGpFNU/sddefault.jpg?v=62dc3c57,Blockchain Hackathon LIVE,492,31,12497,https://scrappernew.s3.amazonaws.com/videos/Blockchain%20Hackathon%20LIVE.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063801Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=fedb82e06abc69e766ab561c587bf1f56037ffa57dc44f7e037a3133e1ec386f
25,https://www.youtube.com/watch?v=N8H6BRPbuLQ,https://i.ytimg.com/vi/N8H6BRPbuLQ/sddefault.jpg?v=62d81c9e,C Language | Assignment Solution Day-4 | Community Classes | LIVE | MySirG,290,31,6359,https://scrappernew.s3.amazonaws.com/videos/C%20Language%20%20Assignment%20Solution%20Day-4%20%20Community%20Classes%20%20LIVE%20%20MySirG.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063822Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=244092363cd9ad3586dab8a8c707c0b979438593625fa78caff9ff916baaae2c
26,https://www.youtube.com/watch?v=TPqgL5YcToQ,https://i.ytimg.com/vi/TPqgL5YcToQ/sddefault.jpg,Free Entry in Blockchain Hackathon | @iNeuron Intelligence@Neo Smart Economy @Telusko​,176,19,3784,https://scrappernew.s3.amazonaws.com/videos/Free%20Entry%20in%20Blockchain%20Hackathon%20%20%40iNeuron%20Intelligence%40Neo%20Smart%20Economy%20%40Telusko%E2%80%8B.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063836Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=f09b9a3ec26303707a1f907ed0fba3930eb6c46af276aa1dec7e65b6c51a41bb
27,https://www.youtube.com/watch?v=y1vtmwd3ccY,https://i.ytimg.com/vi/y1vtmwd3ccY/sddefault.jpg?v=62d5811a,C Language | Assignment Solution Day-3 | Community Classes | LIVE | MySirG,260,20,5733,https://scrappernew.s3.amazonaws.com/videos/C%20Language%20%20Assignment%20Solution%20Day-3%20%20Community%20Classes%20%20LIVE%20%20MySirG.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063857Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=b520b635ea480e327c087031b53b31665271ac976aaf15bad4a8c2e4e3876ae3
28,https://www.youtube.com/watch?v=KNTz0N10lzg,https://i.ytimg.com/vi/KNTz0N10lzg/sddefault.jpg,Full Stack Web Development using Python | LIVE class in Hindi,607,159,10648,https://scrappernew.s3.amazonaws.com/videos/Full%20Stack%20Web%20Development%20using%20Python%20%20LIVE%20class%20in%20Hindi.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063916Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=db84a5ea7ef79a7186b97ddcac5fb4be2ac1ed52949948c22522527052cb1864
29,https://www.youtube.com/watch?v=h6qXQ7DHcgE,https://i.ytimg.com/vi/h6qXQ7DHcgE/sddefault.jpg?v=62d032e5,C Language | Assignment Solution Day-2 | Community Classes | LIVE | MySirG,386,17,8283,https://scrappernew.s3.amazonaws.com/videos/C%20Language%20%20Assignment%20Solution%20Day-2%20%20Community%20Classes%20%20LIVE%20%20MySirG.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T063937Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=aa6145fe0c0b521959384adfae3a65acc9395ef0909cc4482517cd0b0355ae9b
30,https://www.youtube.com/watch?v=2sgAzyYkS1g,https://i.ytimg.com/vi/2sgAzyYkS1g/sddefault.jpg?v=62cd939c,C Language | Assignment Solution Day-1 | Community Classes | LIVE | MySirG,606,22,12822,https://scrappernew.s3.amazonaws.com/videos/C%20Language%20%20Assignment%20Solution%20Day-1%20%20Community%20Classes%20%20LIVE%20%20MySirG.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064006Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=ceb683ade6bff1d65630d9a21d2ada65a072c37de069d10457d7e2b760a65075
31,https://www.youtube.com/watch?v=-n5D8rMUhBM,https://i.ytimg.com/vi/-n5D8rMUhBM/sddefault.jpg?v=62ca4744,MySirG ki LIVE classes ऐसे होती हैं  @iNeuron Intelligence ​,641,212,14513,https://scrappernew.s3.amazonaws.com/videos/MySirG%20ki%20LIVE%20classes%20%E0%A4%90%E0%A4%B8%E0%A5%87%20%E0%A4%B9%E0%A5%8B%E0%A4%A4%E0%A5%80%20%E0%A4%B9%E0%A5%88%E0%A4%82%20%20%40iNeuron%20Intelligence%20%E2%80%8B.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064039Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=e03c72d4834394d0166f941265a09049e87e53cb09d3e45157a43bbca000b76c
32,https://www.youtube.com/watch?v=zVB2ZR6RpzM,https://i.ytimg.com/vi/zVB2ZR6RpzM/sddefault.jpg?v=62bd394e,Switch Case Control in C Language | Community LIVE Class | Day-13,699,97,14149,https://scrappernew.s3.amazonaws.com/videos/Switch%20Case%20Control%20in%20C%20Language%20%20Community%20LIVE%20Class%20%20Day-13.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064103Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=a2d437220b8d4e17c5902debb019428b4f1916c01e6cead556a170e218b93ef9
33,https://www.youtube.com/watch?v=raNY4Ig8dd0,https://i.ytimg.com/vi/raNY4Ig8dd0/sddefault.jpg?v=62bc12a5,Nested Loop and Star Pattern in C Language| Community LIVE Class | Day-12,721,28,11657,https://scrappernew.s3.amazonaws.com/videos/Nested%20Loop%20and%20Star%20Pattern%20in%20C%20Language%20Community%20LIVE%20Class%20%20Day-12.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064127Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=72dd14b00a6f5761866a5463fbc88b99105b79bc623f21d60d140310ba28831e
34,https://www.youtube.com/watch?v=l1UHODo7yIM,https://i.ytimg.com/vi/l1UHODo7yIM/sddefault.jpg?v=62ba9daf,"do while, for and break in C Language| Community LIVE Class | Day-11",858,27,10534,https://scrappernew.s3.amazonaws.com/videos/do%20while%20for%20and%20break%20in%20C%20Language%20Community%20LIVE%20Class%20%20Day-11.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064151Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=8382e5ca81503eb10d79d427bb83f8708755cf6d586519c2e16edbb8cf6d0390
35,https://www.youtube.com/watch?v=Mq5k6TXs3xo,https://i.ytimg.com/vi/Mq5k6TXs3xo/sddefault.jpg?v=62b99b2b,while loop in C Language | Community LIVE Class | Day-10,911,25,12083,https://scrappernew.s3.amazonaws.com/videos/while%20loop%20in%20C%20Language%20%20Community%20LIVE%20Class%20%20Day-10.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064215Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=77bb4081223a49ee2fb06fc95b65ac10c36e11ed7f20cf00d4c4cc1038a7b1a4
36,https://www.youtube.com/watch?v=r84HKqKlIS8,https://i.ytimg.com/vi/r84HKqKlIS8/sddefault.jpg?v=62b7264f,LIVE from Hackathon 3.0 | Ultimate Tech Fun,528,21,14609,https://scrappernew.s3.amazonaws.com/videos/LIVE%20from%20Hackathon%2030%20%20Ultimate%20Tech%20Fun.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064308Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=6973e74c29020c70a8792972c82a809f9599834a670c4190e283e8115ea47aea
37,https://www.youtube.com/watch?v=Nu5JL4JXzeU,https://i.ytimg.com/vi/Nu5JL4JXzeU/sddefault.jpg?v=62b543c5,Iterative Control in C Language | Community LIVE Class | Day-9,1K,43,10827,https://scrappernew.s3.amazonaws.com/videos/Iterative%20Control%20in%20C%20Language%20%20Community%20LIVE%20Class%20%20Day-9.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064328Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=fca3acffbb29f0604e2dc563dfe5a84e6f6897e03ee1467e71dfcf3c4af71a35
38,https://www.youtube.com/watch?v=T9opDCiDLFg,https://i.ytimg.com/vi/T9opDCiDLFg/sddefault.jpg,Hackathon Announcement | Saturday 25 Jun 2022,181,11,3023,https://scrappernew.s3.amazonaws.com/videos/Hackathon%20Announcement%20%20Saturday%2025%20Jun%202022.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064340Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=617d1f33ec409eb472672aa62d67e4d9a1fa426c3820ced0f212739ad7f7625a
39,https://www.youtube.com/watch?v=FAUZZDH-Vec,https://i.ytimg.com/vi/FAUZZDH-Vec/sddefault.jpg?v=62b42a64,More on Decision Control | Community LIVE Class | Day-8,853,20,11740,https://scrappernew.s3.amazonaws.com/videos/More%20on%20Decision%20Control%20%20Community%20LIVE%20Class%20%20Day-8.mp4?X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIA5TF45NA7BL23MRWM%2F20220911%2Fap-south-1%2Fs3%2Faws4_request&X-Amz-Date=20220911T064403Z&X-Amz-Expires=604800&X-Amz-SignedHeaders=host&X-Amz-Signature=ccb328fc140a7b736e27bf7825f2e09200456ae7f9c1473e8b408b782e0702a6
